filename,index
2012m1_ref206_osx_FL3243061,0.2823540925526377
2012m1_ref206_osx_FL3243062,0.2819960180731964
2012m1_ref206_osx_FL3243063,0.28163794360331534
2012m1_ref206_osx_FL3243064,0.28127986912387404
2012m1_ref206_osx_FL3243065,0.2809217946444328
2012m1_ref206_osx_FL3243066,0.28056874070594673
2012m1_ref206_osx_FL3243067,0.28021568676929287
2012m1_ref206_osx_FL3243068,0.279862632832639
2012m1_ref206_osx_FL3243069,0.2795095788959841
2012m1_ref206_osx_FL3243070,0.27915652495933024
2012m1_ref206_osx_FL3243071,0.2788034710226764
2012m1_ref206_osx_FL3243072,0.278450417085888
2012m1_ref206_osx_FL3243073,0.2780973631492341
2012m1_ref206_osx_FL3243074,0.27774430920316545
2012m1_ref206_osx_FL3243075,0.2773912552665116
2012m1_ref206_osx_FL3243076,0.2770382013298567
2012m1_ref206_osx_FL3243077,0.27668514739320277
2012m1_ref206_osx_FL3243078,0.2763320934564144
2012m1_ref206_osx_FL3243079,0.27597903951976055
2012m1_ref206_osx_FL3243080,0.27562598558310675
2012m1_ref206_osx_FL3243081,0.2752729316469924
2012m1_ref206_osx_FL3243082,0.2749198777029088
2012m1_ref206_osx_FL3243083,0.2745668237685243
2012m1_ref206_osx_FL3243084,0.2742137698340053
2012m1_ref206_osx_FL3243085,0.2738607158900562
2012m1_ref206_osx_FL3243086,0.2735076619555373
2012m1_ref206_osx_FL3243087,0.27315460802101826
2012m1_ref206_osx_FL3243088,0.2728015540770692
2012m1_ref206_osx_FL3243089,0.2724485001426847
2012m1_ref206_osx_FL3243090,0.27209544618959397
2012m1_ref206_osx_FL3243091,0.271742392258462
2012m1_ref206_osx_FL3243092,0.2713893383177795
2012m1_ref206_osx_FL3243093,0.2710362843772325
2012m1_ref206_osx_FL3243094,0.27068323044611314
2012m1_ref206_osx_FL3243095,0.2703301765054316
2012m1_ref206_osx_FL3243096,0.2699771225648836
2012m1_ref206_osx_FL3243097,0.26962406863111055
2012m1_ref206_osx_FL3243098,0.26927101469333514
2012m1_ref206_osx_FL3243099,0.26891796075555974
2012m1_ref206_osx_FL3243100,0.2685649068177843
2012m1_ref206_osx_FL3243101,0.2682118528800236
2012m1_ref206_osx_FL3243102,0.2678587989422482
2012m1_ref206_osx_FL3243103,0.2675057450044727
2012m1_ref206_osx_FL3243104,0.2671526910666973
2012m1_ref206_osx_FL3243105,0.2667996371289219
2012m1_ref206_osx_FL3243106,0.2664465831911612
2012m1_ref206_osx_FL3243107,0.2660935292533858
2012m1_ref206_osx_FL3243108,0.26574047531561035
2012m1_ref206_osx_FL3243109,0.26538742137783494
2012m1_ref206_osx_FL3243110,0.26503436744007425
2012m1_ref206_osx_FL3243111,0.2646813135022988
2012m1_ref206_osx_FL3243112,0.2527439954952123
2012m1_ref206_osx_FL3243113,0.2523465903369336
2012m1_ref206_osx_FL3243114,0.2519491851609126
2012m1_ref206_osx_FL3243115,0.25155177999444095
2012m1_ref206_osx_FL3243116,0.2511543748279552
2012m1_ref206_osx_FL3243117,0.25075696966135014
2012m1_ref206_osx_FL3243118,0.25035956449487856
2012m1_ref206_osx_FL3243119,0.24996215894264523
2012m1_ref206_osx_FL3243120,0.24956475377676768
2012m1_ref206_osx_FL3243121,0.24916734860144094
2012m1_ref206_osx_FL3243122,0.24876994312153605
2012m1_ref206_osx_FL3243123,0.248372537952539
2012m1_ref206_osx_FL3243124,0.24797513278321914
2012m1_ref206_osx_FL3243125,0.2643174535937905
2012m1_ref206_osx_FL3243126,0.26379332462044963
2012m1_ref206_osx_FL3243127,0.2632691956471224
2012m1_ref206_osx_FL3243128,0.2627450666736607
2012m1_ref206_osx_FL3243129,0.26222093770033456
2012m1_ref206_osx_FL3243130,0.2616968087211016
2012m1_ref206_osx_FL3243131,0.2611726797454788
2012m1_ref206_osx_FL3243132,0.2606485507792709
2012m1_ref206_osx_FL3243133,0.2601244218036481
2012m1_ref206_osx_FL3243134,0.25960029282802527
2012m1_ref206_osx_FL3243135,0.2591878134885544
2012m1_ref206_osx_FL3243136,0.25877533414637083
2012m1_ref206_osx_FL3243137,0.2583628548043207
2012m1_ref206_osx_FL3243138,0.25795037546212274
2012m1_ref206_osx_FL3243139,0.2575378961200727
2012m1_ref206_osx_FL3243140,0.25712541676847306
2012m1_ref206_osx_FL3243141,0.2567129374264239
2012m1_ref206_osx_FL3243142,0.25630045808423935
2012m1_ref206_osx_FL3243143,0.2558879787421893
2012m1_ref206_osx_FL3243144,0.25547549940000475
2012m1_ref206_osx_FL3243145,0.255063020052601
2012m1_ref206_osx_FL3243146,0.25465054071081056
2012m1_ref206_osx_FL3243147,0.254238061359622
2012m1_ref206_osx_FL3243148,0.2538255820178471
2012m1_ref206_osx_FL3243149,0.25341310267605666
2012m1_ref206_osx_FL3243150,0.25300062333428175
2012m1_ref206_osx_FL3243151,0.24744148529706958
2012m1_ref206_osx_FL3243152,0.24717691973447842
2012m1_ref206_osx_FL3243153,0.2469123542844022
2012m1_ref206_osx_FL3243154,0.24664778884326966
2012m1_ref206_osx_FL3243155,0.24638322340199764
2012m1_ref206_osx_FL3243156,0.24611865823273232
2012m1_ref206_osx_FL3243157,0.24585409278466647
2012m1_ref206_osx_FL3243158,0.24558952814203686
2012m1_ref206_osx_FL3243159,0.24532496275666574
2012m1_ref206_osx_FL3243160,0.24506039731399698
2012m1_ref206_osx_FL3243161,0.2447958318718675
2012m1_ref206_osx_FL3243162,0.2445312664292347
2012m1_ref206_osx_FL3243163,0.24426670098648823
2012m1_ref206_osx_FL3243164,0.24400213530009013
2012m1_ref206_osx_FL3243165,0.2437375698559173
2012m1_ref206_osx_FL3243166,0.24347300441232148
2012m1_ref206_osx_FL3243167,0.24320843896883598
2012m1_ref206_osx_FL3243168,0.2429438735252402
2012m1_ref206_osx_FL3243169,0.24267930808164434
2012m1_ref206_osx_FL3243170,0.24241474263762033
